name,isin,type,dtcreated
AutoBank AG,AT0000A0K1J1,0,2017-01-02 12:28:48
nebag ag,CH0005059438,0,2017-01-03 05:00:10
Deutsche Börse AG,DE0005810055,0,2017-01-03 08:15:00
Deutsche Börse AG,DE0005810055,0,2017-01-03 08:15:00
Berentzen-Gruppe Aktiengesellschaft,DE0005201602,0,2017-01-03 14:57:46
Berentzen-Gruppe Aktiengesellschaft,DE0005201602,0,2017-01-03 14:57:46
SCHNIGGE Wertpapierhandelsbank SE,DE000A0EKK20,0,2017-01-03 16:14:47
Asian Bamboo AG,DE000A0M6M79,0,2017-01-03 16:16:08
Pelikan Group GmbH,DE0006053101,0,2017-01-03 17:03:29
Pelikan Group GmbH,DE0006053101,0,2017-01-03 17:03:29
Jungfraubahn Holding AG,CH0017875789,0,2017-01-05 07:00:11
Jungfraubahn Holding AG,CH0017875789,0,2017-01-05 07:00:11
3W Power S.A. / AEG Power Solutions,LU1072910919,0,2017-01-05 13:35:44
3W Power S.A. / AEG Power Solutions,LU1072910919,0,2017-01-05 13:35:44
RENÉ LEZARD Mode GmbH,DE000A1PGQR1,0,2017-01-05 14:50:02
USU Software AG,DE000A0BVU28,0,2017-01-05 17:55:45
USU Software AG,DE000A0BVU28,0,2017-01-05 17:55:45
Pax Anlage AG,CH0002178348,0,2017-01-06 07:00:13
Medios AG,DE000A1MMCC8,0,2017-01-06 11:09:49
Medios AG,DE000A1MMCC8,0,2017-01-06 11:09:49
Travel24.com AG,DE000A0L1NQ8,0,2017-01-06 16:43:52
Pelikan Group GmbH,DE0006053101,0,2017-01-06 17:31:50
Pelikan Group GmbH,DE0006053101,0,2017-01-06 17:31:50
The Social Chain AG,DE000A1YC996,0,2017-01-06 17:36:32
Fresenius Medical Care AG & Co. KGaA,DE0005785802,0,2017-01-07 02:31:30
Fresenius Medical Care AG & Co. KGaA,DE0005785802,0,2017-01-07 02:31:30
Fresenius Medical Care AG & Co. KGaA,DE0005785802,0,2017-01-07 02:31:30
Fresenius Medical Care AG & Co. KGaA,DE0005785802,0,2017-01-07 02:31:30
German Startups Group GmbH & Co. KGaA,DE000A1MMEV4,0,2017-01-08 22:49:47
Neschen AG,DE0005021307,0,2017-01-09 14:32:09
PNE AG,DE000A0JBPG2,0,2017-01-09 15:17:36
PNE AG,DE000A0JBPG2,0,2017-01-09 15:17:36
Bijou Brigitte modische Accessoires AG,DE0005229504,0,2017-01-09 15:25:52
